store_id,market,category,week_start,forecast_units,model_version,generated_at
ST0039,PL,home_textiles,2024-07-07,125,rf_v1.2,2026-04-08 22:12:35.344952
ST0004,PL,hard_goods,2024-07-07,87,rf_v1.2,2026-04-08 22:12:35.344952
ST0034,HU,lingerie,2024-07-07,159,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,home_textiles,2024-07-07,180,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,fashion,2024-07-07,195,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,lingerie,2024-07-07,146,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,hard_goods,2024-07-07,114,rf_v1.2,2026-04-08 22:12:35.344952
ST0036,CZ,hard_goods,2024-07-07,59,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,fashion,2024-07-07,258,rf_v1.2,2026-04-08 22:12:35.344952
ST0004,PL,home_textiles,2024-07-07,79,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,fashion,2024-07-07,101,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,home_textiles,2024-07-07,125,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,hard_goods,2024-07-07,167,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,fashion,2024-07-07,274,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,fashion,2024-07-07,241,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,lingerie,2024-07-07,137,rf_v1.2,2026-04-08 22:12:35.344952
ST0024,DE,home_textiles,2024-07-07,119,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,hard_goods,2024-07-07,59,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,fashion,2024-07-07,194,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,home_textiles,2024-07-07,153,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,fashion,2024-07-07,286,rf_v1.2,2026-04-08 22:12:35.344952
ST0004,PL,fashion,2024-07-07,109,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,fashion,2024-07-07,228,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,fashion,2024-07-07,182,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,hard_goods,2024-07-07,135,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,hard_goods,2024-07-07,123,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,hard_goods,2024-07-07,59,rf_v1.2,2026-04-08 22:12:35.344952
ST0017,DE,lingerie,2024-07-07,170,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,lingerie,2024-07-07,108,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,hard_goods,2024-07-07,186,rf_v1.2,2026-04-08 22:12:35.344952
ST0029,PL,hard_goods,2024-07-07,66,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,lingerie,2024-07-07,142,rf_v1.2,2026-04-08 22:12:35.344952
ST0038,DE,hard_goods,2024-07-07,169,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,home_textiles,2024-07-07,69,rf_v1.2,2026-04-08 22:12:35.344952
ST0034,HU,hard_goods,2024-07-07,125,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,hard_goods,2024-07-07,167,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,lingerie,2024-07-07,162,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,home_textiles,2024-07-07,182,rf_v1.2,2026-04-08 22:12:35.344952
ST0029,PL,fashion,2024-07-07,119,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,lingerie,2024-07-07,168,rf_v1.2,2026-04-08 22:12:35.344952
ST0036,CZ,lingerie,2024-07-07,83,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,home_textiles,2024-07-07,71,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,fashion,2024-07-07,281,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,hard_goods,2024-07-07,163,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,home_textiles,2024-07-07,77,rf_v1.2,2026-04-08 22:12:35.344952
ST0050,DE,fashion,2024-07-07,163,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,lingerie,2024-07-07,172,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,home_textiles,2024-07-07,149,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,hard_goods,2024-07-07,173,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,home_textiles,2024-07-07,125,rf_v1.2,2026-04-08 22:12:35.344952
ST0021,PL,hard_goods,2024-07-07,116,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,fashion,2024-07-07,194,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,fashion,2024-07-07,282,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,fashion,2024-07-07,185,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,lingerie,2024-07-07,84,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,hard_goods,2024-07-07,156,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,home_textiles,2024-07-07,177,rf_v1.2,2026-04-08 22:12:35.344952
ST0030,DE,home_textiles,2024-07-07,124,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,home_textiles,2024-07-07,190,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,home_textiles,2024-07-07,113,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,lingerie,2024-07-07,152,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,lingerie,2024-07-07,212,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,home_textiles,2024-07-07,188,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,fashion,2024-07-07,188,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,lingerie,2024-07-07,201,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,home_textiles,2024-07-07,185,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,home_textiles,2024-07-07,193,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,fashion,2024-07-07,235,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,hard_goods,2024-07-07,128,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,fashion,2024-07-07,191,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,fashion,2024-07-07,174,rf_v1.2,2026-04-08 22:12:35.344952
ST0004,PL,lingerie,2024-07-07,104,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,home_textiles,2024-07-07,158,rf_v1.2,2026-04-08 22:12:35.344952
ST0050,DE,lingerie,2024-07-07,86,rf_v1.2,2026-04-08 22:12:35.344952
ST0045,DE,hard_goods,2024-07-07,167,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,hard_goods,2024-07-07,133,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,fashion,2024-07-07,107,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,fashion,2024-07-07,292,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,fashion,2024-07-07,285,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,lingerie,2024-07-07,95,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,hard_goods,2024-07-07,116,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,home_textiles,2024-07-07,161,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,lingerie,2024-07-07,147,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,home_textiles,2024-07-07,124,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,lingerie,2024-07-07,136,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,fashion,2024-07-07,271,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,lingerie,2024-07-07,152,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,lingerie,2024-07-07,139,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,fashion,2024-07-07,181,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,hard_goods,2024-07-07,147,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,hard_goods,2024-07-07,108,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,hard_goods,2024-07-07,112,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,home_textiles,2024-07-07,128,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,lingerie,2024-07-07,265,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,fashion,2024-07-07,342,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,lingerie,2024-07-07,179,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,hard_goods,2024-07-07,108,rf_v1.2,2026-04-08 22:12:35.344952
ST0017,DE,home_textiles,2024-07-07,126,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,fashion,2024-07-07,279,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,hard_goods,2024-07-07,157,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,home_textiles,2024-07-07,79,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,fashion,2024-07-07,196,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,home_textiles,2024-07-07,164,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,home_textiles,2024-07-07,233,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,hard_goods,2024-07-07,62,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,fashion,2024-07-07,366,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,home_textiles,2024-07-07,156,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,lingerie,2024-07-07,202,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,hard_goods,2024-07-07,123,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,lingerie,2024-07-07,148,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,hard_goods,2024-07-07,125,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,lingerie,2024-07-07,194,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,home_textiles,2024-07-07,190,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,hard_goods,2024-07-07,123,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,lingerie,2024-07-07,197,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,fashion,2024-07-07,113,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,lingerie,2024-07-07,156,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,fashion,2024-07-07,233,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,lingerie,2024-07-07,236,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,home_textiles,2024-07-07,122,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,lingerie,2024-07-07,86,rf_v1.2,2026-04-08 22:12:35.344952
ST0025,AT,hard_goods,2024-07-07,186,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,hard_goods,2024-07-07,123,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,home_textiles,2024-07-07,184,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,lingerie,2024-07-07,205,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,hard_goods,2024-07-07,131,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,hard_goods,2024-07-07,151,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,hard_goods,2024-07-07,110,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,lingerie,2024-07-07,223,rf_v1.2,2026-04-08 22:12:35.344952
ST0036,CZ,home_textiles,2024-07-07,77,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,home_textiles,2024-07-07,201,rf_v1.2,2026-04-08 22:12:35.344952
ST0045,DE,fashion,2024-07-07,259,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,lingerie,2024-07-07,202,rf_v1.2,2026-04-08 22:12:35.344952
ST0017,DE,hard_goods,2024-07-07,123,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,lingerie,2024-07-07,265,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,home_textiles,2024-07-07,147,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,lingerie,2024-07-07,201,rf_v1.2,2026-04-08 22:12:35.344952
ST0030,DE,lingerie,2024-07-07,142,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,fashion,2024-07-07,228,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,lingerie,2024-07-14,189,rf_v1.2,2026-04-08 22:12:35.344952
ST0025,AT,lingerie,2024-07-14,182,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,lingerie,2024-07-14,152,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,lingerie,2024-07-14,149,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,hard_goods,2024-07-14,76,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,hard_goods,2024-07-14,157,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,hard_goods,2024-07-14,79,rf_v1.2,2026-04-08 22:12:35.344952
ST0024,DE,lingerie,2024-07-14,143,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,home_textiles,2024-07-14,181,rf_v1.2,2026-04-08 22:12:35.344952
ST0050,DE,hard_goods,2024-07-14,77,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,fashion,2024-07-14,309,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,hard_goods,2024-07-14,108,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,fashion,2024-07-14,261,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,hard_goods,2024-07-14,109,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,lingerie,2024-07-14,169,rf_v1.2,2026-04-08 22:12:35.344952
ST0007,DE,lingerie,2024-07-14,216,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,lingerie,2024-07-14,83,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,home_textiles,2024-07-14,132,rf_v1.2,2026-04-08 22:12:35.344952
ST0047,DE,home_textiles,2024-07-14,113,rf_v1.2,2026-04-08 22:12:35.344952
ST0050,DE,home_textiles,2024-07-14,81,rf_v1.2,2026-04-08 22:12:35.344952
ST0050,DE,fashion,2024-07-14,124,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,home_textiles,2024-07-14,145,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,lingerie,2024-07-14,211,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,hard_goods,2024-07-14,111,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,hard_goods,2024-07-14,157,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,fashion,2024-07-14,280,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,home_textiles,2024-07-14,182,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,home_textiles,2024-07-14,124,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,home_textiles,2024-07-14,83,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,lingerie,2024-07-14,201,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,hard_goods,2024-07-14,118,rf_v1.2,2026-04-08 22:12:35.344952
ST0007,DE,home_textiles,2024-07-14,184,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,lingerie,2024-07-14,159,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,home_textiles,2024-07-14,111,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,fashion,2024-07-14,188,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,hard_goods,2024-07-14,169,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,hard_goods,2024-07-14,126,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,fashion,2024-07-14,284,rf_v1.2,2026-04-08 22:12:35.344952
ST0021,PL,hard_goods,2024-07-14,145,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,lingerie,2024-07-14,261,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,hard_goods,2024-07-14,165,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,lingerie,2024-07-14,200,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,fashion,2024-07-14,281,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,fashion,2024-07-14,290,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,fashion,2024-07-14,255,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,fashion,2024-07-14,287,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,fashion,2024-07-14,228,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,fashion,2024-07-14,231,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,hard_goods,2024-07-14,126,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,lingerie,2024-07-14,141,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,hard_goods,2024-07-14,108,rf_v1.2,2026-04-08 22:12:35.344952
ST0045,DE,home_textiles,2024-07-14,183,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,fashion,2024-07-14,184,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,hard_goods,2024-07-14,133,rf_v1.2,2026-04-08 22:12:35.344952
ST0038,DE,lingerie,2024-07-14,197,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,hard_goods,2024-07-14,118,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,home_textiles,2024-07-14,144,rf_v1.2,2026-04-08 22:12:35.344952
ST0007,DE,hard_goods,2024-07-14,163,rf_v1.2,2026-04-08 22:12:35.344952
ST0047,DE,lingerie,2024-07-14,148,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,fashion,2024-07-14,232,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,fashion,2024-07-14,397,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,lingerie,2024-07-14,260,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,home_textiles,2024-07-14,187,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,home_textiles,2024-07-14,224,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,fashion,2024-07-14,187,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,home_textiles,2024-07-14,82,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,fashion,2024-07-14,194,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,lingerie,2024-07-14,158,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,home_textiles,2024-07-14,188,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,hard_goods,2024-07-14,146,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,lingerie,2024-07-14,262,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,home_textiles,2024-07-14,193,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,hard_goods,2024-07-14,132,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,hard_goods,2024-07-14,60,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,home_textiles,2024-07-14,156,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,hard_goods,2024-07-14,121,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,hard_goods,2024-07-14,120,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,fashion,2024-07-14,114,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,home_textiles,2024-07-14,153,rf_v1.2,2026-04-08 22:12:35.344952
ST0045,DE,fashion,2024-07-14,387,rf_v1.2,2026-04-08 22:12:35.344952
ST0036,CZ,home_textiles,2024-07-14,69,rf_v1.2,2026-04-08 22:12:35.344952
ST0030,DE,lingerie,2024-07-14,169,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,fashion,2024-07-14,225,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,home_textiles,2024-07-14,162,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,lingerie,2024-07-14,189,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,lingerie,2024-07-14,189,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,lingerie,2024-07-14,147,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,home_textiles,2024-07-14,185,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,home_textiles,2024-07-14,149,rf_v1.2,2026-04-08 22:12:35.344952
ST0017,DE,hard_goods,2024-07-14,110,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,lingerie,2024-07-14,188,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,fashion,2024-07-14,110,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,lingerie,2024-07-14,166,rf_v1.2,2026-04-08 22:12:35.344952
ST0030,DE,home_textiles,2024-07-14,123,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,home_textiles,2024-07-14,185,rf_v1.2,2026-04-08 22:12:35.344952
ST0036,CZ,lingerie,2024-07-14,84,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,hard_goods,2024-07-14,125,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,fashion,2024-07-14,284,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,home_textiles,2024-07-14,130,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,lingerie,2024-07-14,87,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,lingerie,2024-07-14,147,rf_v1.2,2026-04-08 22:12:35.344952
